LAB_ar,LAB_tr,LAB1,LAB2,LAB3,LAB4,C1,C2,C3,C4,P1,P2,P3,P4,M1,M2,M3,M4
جربذ,ǦRBḎ,Ǧ,R,B,Ḏ,5,10,2,9,5,4,1,3,1,8,1,3
جربز,ǦRBZ,Ǧ,R,B,Z,5,10,2,11,5,4,1,4,1,8,1,3
جربض,ǦRBḌ,Ǧ,R,B,Ḍ,5,10,2,15,5,4,1,4,1,8,1,7
جرثل,ǦRṮL,Ǧ,R,Ṯ,L,5,10,4,23,5,4,3,4,1,8,3,6
جرثم,ǦRṮM,Ǧ,R,Ṯ,M,5,10,4,24,5,4,3,1,1,8,3,5
جرجب,ǦRǦB,Ǧ,R,Ǧ,B,5,10,5,2,5,4,5,1,1,8,1,1
جرجس,ǦRǦS,Ǧ,R,Ǧ,S,5,10,5,12,5,4,5,4,1,8,1,3
جرجم,ǦRǦM,Ǧ,R,Ǧ,M,5,10,5,24,5,4,5,1,1,8,1,5
جردب,ǦRDB,Ǧ,R,D,B,5,10,8,2,5,4,4,1,1,8,1,1
جردح,ǦRDḤ,Ǧ,R,D,Ḥ,5,10,8,6,5,4,4,8,1,8,1,3
جردق,ǦRDQ,Ǧ,R,D,Q,5,10,8,21,5,4,4,7,1,8,1,1
جردم,ǦRDM,Ǧ,R,D,M,5,10,8,24,5,4,4,1,1,8,1,5
جرذق,ǦRḎQ,Ǧ,R,Ḏ,Q,5,10,9,21,5,4,3,7,1,8,3,1
جرذم,ǦRḎM,Ǧ,R,Ḏ,M,5,10,9,24,5,4,3,1,1,8,3,5
جرزم,ǦRZM,Ǧ,R,Z,M,5,10,11,24,5,4,4,1,1,8,3,5
جرسب,ǦRSB,Ǧ,R,S,B,5,10,12,2,5,4,4,1,1,8,3,1
جرسم,ǦRSM,Ǧ,R,S,M,5,10,12,24,5,4,4,1,1,8,3,5
جرشب,ǦRŠB,Ǧ,R,Š,B,5,10,13,2,5,4,5,1,1,8,3,1
جرشع,ǦRŠʿ,Ǧ,R,Š,ʿ,5,10,13,18,5,4,5,8,1,8,3,3
جرشم,ǦRŠM,Ǧ,R,Š,M,5,10,13,24,5,4,5,1,1,8,3,5
جرشن,ǦRŠN,Ǧ,R,Š,N,5,10,13,25,5,4,5,4,1,8,3,5
جرضم,ǦRḌM,Ǧ,R,Ḍ,M,5,10,15,24,5,4,4,1,1,8,7,5
جرعب,ǦRʿB,Ǧ,R,ʿ,B,5,10,18,2,5,4,8,1,1,8,3,1
جرعن,ǦRʿN,Ǧ,R,ʿ,N,5,10,18,25,5,4,8,4,1,8,3,5
جرفخ,ǦRFḪ,Ǧ,R,F,Ḫ,5,10,20,7,5,4,2,7,1,8,3,3
جرفس,ǦRFS,Ǧ,R,F,S,5,10,20,12,5,4,2,4,1,8,3,3
جرفض,ǦRFḌ,Ǧ,R,F,Ḍ,5,10,20,15,5,4,2,4,1,8,3,7
جرمز,ǦRMZ,Ǧ,R,M,Z,5,10,24,11,5,4,1,4,1,8,5,3
جرمض,ǦRMḌ,Ǧ,R,M,Ḍ,5,10,24,15,5,4,1,4,1,8,5,7
جرمق,ǦRMQ,Ǧ,R,M,Q,5,10,24,21,5,4,1,7,1,8,5,1
جرهد,ǦRHD,Ǧ,R,H,D,5,10,26,8,5,4,9,4,1,8,3,1
جرهس,ǦRHS,Ǧ,R,H,S,5,10,26,12,5,4,9,4,1,8,3,3
جرهم,ǦRHM,Ǧ,R,H,M,5,10,26,24,5,4,9,1,1,8,3,5
جسرب,ǦSRB,Ǧ,S,R,B,5,12,10,2,5,4,4,1,1,3,8,1
جعبر,ǦʿBR,Ǧ,ʿ,B,R,5,18,2,10,5,8,1,4,1,3,1,8
جعبس,ǦʿBS,Ǧ,ʿ,B,S,5,18,2,12,5,8,1,4,1,3,1,3
جعثر,ǦʿṮR,Ǧ,ʿ,Ṯ,R,5,18,4,10,5,8,3,4,1,3,3,8
جعثق,ǦʿṮQ,Ǧ,ʿ,Ṯ,Q,5,18,4,21,5,8,3,7,1,3,3,1
جعثل,ǦʿṮL,Ǧ,ʿ,Ṯ,L,5,18,4,23,5,8,3,4,1,3,3,6
جعثم,ǦʿṮM,Ǧ,ʿ,Ṯ,M,5,18,4,24,5,8,3,1,1,3,3,5
جعثن,ǦʿṮN,Ǧ,ʿ,Ṯ,N,5,18,4,25,5,8,3,4,1,3,3,5
جعدب,ǦʿDB,Ǧ,ʿ,D,B,5,18,8,2,5,8,4,1,1,3,1,1
جعدل,ǦʿDL,Ǧ,ʿ,D,L,5,18,8,23,5,8,4,4,1,3,1,6
جعشم,ǦʿŠM,Ǧ,ʿ,Š,M,5,18,13,24,5,8,5,1,1,3,3,5
جعظر,ǦʿẒR,Ǧ,ʿ,Ẓ,R,5,18,17,10,5,8,3,4,1,3,4,8
جعفر,ǦʿFR,Ǧ,ʿ,F,R,5,18,20,10,5,8,2,4,1,3,3,8
جعفق,ǦʿFQ,Ǧ,ʿ,F,Q,5,18,20,21,5,8,2,7,1,3,3,1
جعفل,ǦʿFL,Ǧ,ʿ,F,L,5,18,20,23,5,8,2,4,1,3,3,6
جعمر,ǦʿMR,Ǧ,ʿ,M,R,5,18,24,10,5,8,1,4,1,3,5,8
جعمس,ǦʿMS,Ǧ,ʿ,M,S,5,18,24,12,5,8,1,4,1,3,5,3
جعمظ,ǦʿMẒ,Ǧ,ʿ,M,Ẓ,5,18,24,17,5,8,1,3,1,3,5,4
جعنب,ǦʿNB,Ǧ,ʿ,N,B,5,18,25,2,5,8,4,1,1,3,5,1
جلبح,ǦLBḤ,Ǧ,L,B,Ḥ,5,23,2,6,5,4,1,8,1,6,1,3
جلبز,ǦLBZ,Ǧ,L,B,Z,5,23,2,11,5,4,1,4,1,6,1,3
جلبص,ǦLBṢ,Ǧ,L,B,Ṣ,5,23,2,14,5,4,1,4,1,6,1,4
جلبق,ǦLBQ,Ǧ,L,B,Q,5,23,2,21,5,4,1,7,1,6,1,1
جلثم,ǦLṮM,Ǧ,L,Ṯ,M,5,23,4,24,5,4,3,1,1,6,3,5
جلحب,ǦLḤB,Ǧ,L,Ḥ,B,5,23,6,2,5,4,8,1,1,6,3,1
جلحد,ǦLḤD,Ǧ,L,Ḥ,D,5,23,6,8,5,4,8,4,1,6,3,1
جلحز,ǦLḤZ,Ǧ,L,Ḥ,Z,5,23,6,11,5,4,8,4,1,6,3,3
جلحط,ǦLḤṬ,Ǧ,L,Ḥ,Ṭ,5,23,6,16,5,4,8,4,1,6,3,2
جلحظ,ǦLḤẒ,Ǧ,L,Ḥ,Ẓ,5,23,6,17,5,4,8,3,1,6,3,4
جلحم,ǦLḤM,Ǧ,L,Ḥ,M,5,23,6,24,5,4,8,1,1,6,3,5
جلخب,ǦLḪB,Ǧ,L,Ḫ,B,5,23,7,2,5,4,7,1,1,6,3,1
جلخد,ǦLḪD,Ǧ,L,Ḫ,D,5,23,7,8,5,4,7,4,1,6,3,1
جلخط,ǦLḪṬ,Ǧ,L,Ḫ,Ṭ,5,23,7,16,5,4,7,4,1,6,3,2
جلخظ,ǦLḪẒ,Ǧ,L,Ḫ,Ẓ,5,23,7,17,5,4,7,3,1,6,3,4
جلخم,ǦLḪM,Ǧ,L,Ḫ,M,5,23,7,24,5,4,7,1,1,6,3,5
جلدب,ǦLDB,Ǧ,L,D,B,5,23,8,2,5,4,4,1,1,6,1,1
جلدح,ǦLDḤ,Ǧ,L,D,Ḥ,5,23,8,6,5,4,4,8,1,6,1,3
جلدس,ǦLDS,Ǧ,L,D,S,5,23,8,12,5,4,4,4,1,6,1,3
جلسد,ǦLSD,Ǧ,L,S,D,5,23,12,8,5,4,4,4,1,6,3,1
جلسم,ǦLSM,Ǧ,L,S,M,5,23,12,24,5,4,4,1,1,6,3,5
جلظأ,ǦLẒʾ,Ǧ,L,Ẓ,ʾ,5,23,17,1,5,4,3,9,1,6,4,1
جلعب,ǦLʿB,Ǧ,L,ʿ,B,5,23,18,2,5,4,8,1,1,6,3,1
جلعد,ǦLʿD,Ǧ,L,ʿ,D,5,23,18,8,5,4,8,4,1,6,3,1
جلعم,ǦLʿM,Ǧ,L,ʿ,M,5,23,18,24,5,4,8,1,1,6,3,5
جلفز,ǦLFZ,Ǧ,L,F,Z,5,23,20,11,5,4,2,4,1,6,3,3
جلفط,ǦLFṬ,Ǧ,L,F,Ṭ,5,23,20,16,5,4,2,4,1,6,3,2
جلفظ,ǦLFẒ,Ǧ,L,F,Ẓ,5,23,20,17,5,4,2,3,1,6,3,4
جلفع,ǦLFʿ,Ǧ,L,F,ʿ,5,23,20,18,5,4,2,8,1,6,3,3
جلفق,ǦLFQ,Ǧ,L,F,Q,5,23,20,21,5,4,2,7,1,6,3,1
جلقع,ǦLQʿ,Ǧ,L,Q,ʿ,5,23,21,18,5,4,7,8,1,6,1,3
جلمد,ǦLMD,Ǧ,L,M,D,5,23,24,8,5,4,1,4,1,6,5,1
جلمط,ǦLMṬ,Ǧ,L,M,Ṭ,5,23,24,16,5,4,1,4,1,6,5,2
جلمظ,ǦLMẒ,Ǧ,L,M,Ẓ,5,23,24,17,5,4,1,3,1,6,5,4
جلمق,ǦLMQ,Ǧ,L,M,Q,5,23,24,21,5,4,1,7,1,6,5,1
جلنب,ǦLNB,Ǧ,L,N,B,5,23,25,2,5,4,4,1,1,6,5,1
جلند,ǦLND,Ǧ,L,N,D,5,23,25,8,5,4,4,4,1,6,5,1
جلنر,ǦLNR,Ǧ,L,N,R,5,23,25,10,5,4,4,4,1,6,5,8
جلنز,ǦLNZ,Ǧ,L,N,Z,5,23,25,11,5,4,4,4,1,6,5,3
جلنف,ǦLNF,Ǧ,L,N,F,5,23,25,20,5,4,4,2,1,6,5,3
جلهز,ǦLHZ,Ǧ,L,H,Z,5,23,26,11,5,4,9,4,1,6,3,3
جلهض,ǦLHḌ,Ǧ,L,H,Ḍ,5,23,26,15,5,4,9,4,1,6,3,7
جلهق,ǦLHQ,Ǧ,L,H,Q,5,23,26,21,5,4,9,7,1,6,3,1
جلهم,ǦLHM,Ǧ,L,H,M,5,23,26,24,5,4,9,1,1,6,3,5
جمحل,ǦMḤL,Ǧ,M,Ḥ,L,5,24,6,23,5,1,8,4,1,5,3,6
جمخر,ǦMḪR,Ǧ,M,Ḫ,R,5,24,7,10,5,1,7,4,1,5,3,8
جمزر,ǦMZR,Ǧ,M,Z,R,5,24,11,10,5,1,4,4,1,5,3,8
جمعد,ǦMʿD,Ǧ,M,ʿ,D,5,24,18,8,5,1,8,4,1,5,3,1
جمعر,ǦMʿR,Ǧ,M,ʿ,R,5,24,18,10,5,1,8,4,1,5,3,8
جمعل,ǦMʿL,Ǧ,M,ʿ,L,5,24,18,23,5,1,8,4,1,5,3,6
جملح,ǦMLḤ,Ǧ,M,L,Ḥ,5,24,23,6,5,1,4,8,1,5,6,3
جمهر,ǦMHR,Ǧ,M,H,R,5,24,26,10,5,1,9,4,1,5,3,8
جنبح,ǦNBḤ,Ǧ,N,B,Ḥ,5,25,2,6,5,4,1,8,1,5,1,3
جنبخ,ǦNBḪ,Ǧ,N,B,Ḫ,5,25,2,7,5,4,1,7,1,5,1,3
جنبذ,ǦNBḎ,Ǧ,N,B,Ḏ,5,25,2,9,5,4,1,3,1,5,1,3
جنبر,ǦNBR,Ǧ,N,B,R,5,25,2,10,5,4,1,4,1,5,1,8
جنبق,ǦNBQ,Ǧ,N,B,Q,5,25,2,21,5,4,1,7,1,5,1,1
جنبل,ǦNBL,Ǧ,N,B,L,5,25,2,23,5,4,1,4,1,5,1,6
جنثر,ǦNṮR,Ǧ,N,Ṯ,R,5,25,4,10,5,4,3,4,1,5,3,8
جنثل,ǦNṮL,Ǧ,N,Ṯ,L,5,25,4,23,5,4,3,4,1,5,3,6
جنجل,ǦNǦL,Ǧ,N,Ǧ,L,5,25,5,23,5,4,5,4,1,5,1,6
جندع,ǦNDʿ,Ǧ,N,D,ʿ,5,25,8,18,5,4,4,8,1,5,1,3
جندف,ǦNDF,Ǧ,N,D,F,5,25,8,20,5,4,4,2,1,5,1,3
جندل,ǦNDL,Ǧ,N,D,L,5,25,8,23,5,4,4,4,1,5,1,6
جنسر,ǦNSR,Ǧ,N,S,R,5,25,12,10,5,4,4,4,1,5,3,8
جنعس,ǦNʿS,Ǧ,N,ʿ,S,5,25,18,12,5,4,8,4,1,5,3,3
جنعظ,ǦNʿẒ,Ǧ,N,ʿ,Ẓ,5,25,18,17,5,4,8,3,1,5,3,4
جنفر,ǦNFR,Ǧ,N,F,R,5,25,20,10,5,4,2,4,1,5,3,8
جنفس,ǦNFS,Ǧ,N,F,S,5,25,20,12,5,4,2,4,1,5,3,3
جهبر,ǦHBR,Ǧ,H,B,R,5,26,2,10,5,9,1,4,1,3,1,8
جهبل,ǦHBL,Ǧ,H,B,L,5,26,2,23,5,9,1,4,1,3,1,6
جهجه,ǦHǦH,Ǧ,H,Ǧ,H,5,26,5,26,5,9,5,9,1,3,1,3
جهدر,ǦHDR,Ǧ,H,D,R,5,26,8,10,5,9,4,4,1,3,1,8
جهرم,ǦHRM,Ǧ,H,R,M,5,26,10,24,5,9,4,1,1,3,8,5
جهضم,ǦHḌM,Ǧ,H,Ḍ,M,5,26,15,24,5,9,4,1,1,3,7,5
جهلق,ǦHLQ,Ǧ,H,L,Q,5,26,23,21,5,9,4,7,1,3,6,1
جهمن,ǦHMN,Ǧ,H,M,N,5,26,24,25,5,9,1,4,1,3,5,5
جهنم,ǦHNM,Ǧ,H,N,M,5,26,25,24,5,9,4,1,1,3,5,5
جيعم,ǦYʿM,Ǧ,Y,ʿ,M,5,28,18,24,5,5,8,1,1,9,3,5
حأحأ,ḤʾḤʾ,Ḥ,ʾ,Ḥ,ʾ,6,1,6,1,8,9,8,9,3,1,3,1
حبتر,ḤBTR,Ḥ,B,T,R,6,2,3,10,8,1,4,4,3,1,1,8
حبتل,ḤBTL,Ḥ,B,T,L,6,2,3,23,8,1,4,4,3,1,1,6
حبجر,ḤBǦR,Ḥ,B,Ǧ,R,6,2,5,10,8,1,5,4,3,1,1,8
حبجل,ḤBǦL,Ḥ,B,Ǧ,L,6,2,5,23,8,1,5,4,3,1,1,6
حبحب,ḤBḤB,Ḥ,B,Ḥ,B,6,2,6,2,8,1,8,1,3,1,3,1
حبرت,ḤBRT,Ḥ,B,R,T,6,2,10,3,8,1,4,4,3,1,8,1
حبرج,ḤBRǦ,Ḥ,B,R,Ǧ,6,2,10,5,8,1,4,5,3,1,8,1
حبرك,ḤBRK,Ḥ,B,R,K,6,2,10,22,8,1,4,6,3,1,8,1
حبرم,ḤBRM,Ḥ,B,R,M,6,2,10,24,8,1,4,1,3,1,8,5
حبطأ,ḤBṬʾ,Ḥ,B,Ṭ,ʾ,6,2,16,1,8,1,4,9,3,1,2,1
حبقر,ḤBQR,Ḥ,B,Q,R,6,2,21,10,8,1,7,4,3,1,1,8
حبكر,ḤBKR,Ḥ,B,K,R,6,2,22,10,8,1,6,4,3,1,1,8
حبلق,ḤBLQ,Ḥ,B,L,Q,6,2,23,21,8,1,4,7,3,1,6,1
حترب,ḤTRB,Ḥ,T,R,B,6,3,10,2,8,4,4,1,3,1,8,1
حترش,ḤTRŠ,Ḥ,T,R,Š,6,3,10,13,8,4,4,5,3,1,8,3
حترف,ḤTRF,Ḥ,T,R,F,6,3,10,20,8,4,4,2,3,1,8,3
حتفل,ḤTFL,Ḥ,T,F,L,6,3,20,23,8,4,2,4,3,1,3,6
حتلم,ḤTLM,Ḥ,T,L,M,6,3,23,24,8,4,4,1,3,1,6,5
حثرب,ḤṮRB,Ḥ,Ṯ,R,B,6,4,10,2,8,3,4,1,3,3,8,1
حثرف,ḤṮRF,Ḥ,Ṯ,R,F,6,4,10,20,8,3,4,2,3,3,8,3
حثرق,ḤṮRQ,Ḥ,Ṯ,R,Q,6,4,10,21,8,3,4,7,3,3,8,1
حثرم,ḤṮRM,Ḥ,Ṯ,R,M,6,4,10,24,8,3,4,1,3,3,8,5
حثفل,ḤṮFL,Ḥ,Ṯ,F,L,6,4,20,23,8,3,2,4,3,3,3,6
حثكل,ḤṮKL,Ḥ,Ṯ,K,L,6,4,22,23,8,3,6,4,3,3,1,6
حثلب,ḤṮLB,Ḥ,Ṯ,L,B,6,4,23,2,8,3,4,1,3,3,6,1
حثلم,ḤṮLM,Ḥ,Ṯ,L,M,6,4,23,24,8,3,4,1,3,3,6,5
حجحج,ḤǦḤǦ,Ḥ,Ǧ,Ḥ,Ǧ,6,5,6,5,8,5,8,5,3,1,3,1
حجرف,ḤǦRF,Ḥ,Ǧ,R,F,6,5,10,20,8,5,4,2,3,1,8,3
حدبد,ḤDBD,Ḥ,D,B,D,6,8,2,8,8,4,1,4,3,1,1,1
حدبر,ḤDBR,Ḥ,D,B,R,6,8,2,10,8,4,1,4,3,1,1,8
حدرج,ḤDRǦ,Ḥ,D,R,Ǧ,6,8,10,5,8,4,4,5,3,1,8,1
حدرد,ḤDRD,Ḥ,D,R,D,6,8,10,8,8,4,4,4,3,1,8,1
حدرق,ḤDRQ,Ḥ,D,R,Q,6,8,10,21,8,4,4,7,3,1,8,1
حدقل,ḤDQL,Ḥ,D,Q,L,6,8,21,23,8,4,7,4,3,1,1,6
حدلق,ḤDLQ,Ḥ,D,L,Q,6,8,23,21,8,4,4,7,3,1,6,1
حذفر,ḤḎFR,Ḥ,Ḏ,F,R,6,9,20,10,8,3,2,4,3,3,3,8
حذلق,ḤḎLQ,Ḥ,Ḏ,L,Q,6,9,23,21,8,3,4,7,3,3,6,1
حذلم,ḤḎLM,Ḥ,Ḏ,L,M,6,9,23,24,8,3,4,1,3,3,6,5
حربث,ḤRBṮ,Ḥ,R,B,Ṯ,6,10,2,4,8,4,1,3,3,8,1,3
حربج,ḤRBǦ,Ḥ,R,B,Ǧ,6,10,2,5,8,4,1,5,3,8,1,1
حربس,ḤRBS,Ḥ,R,B,S,6,10,2,12,8,4,1,4,3,8,1,3
حربش,ḤRBŠ,Ḥ,R,B,Š,6,10,2,13,8,4,1,5,3,8,1,3
حربص,ḤRBṢ,Ḥ,R,B,Ṣ,6,10,2,14,8,4,1,4,3,8,1,4
حربق,ḤRBQ,Ḥ,R,B,Q,6,10,2,21,8,4,1,7,3,8,1,1
حرجف,ḤRǦF,Ḥ,R,Ǧ,F,6,10,5,20,8,4,5,2,3,8,1,3
حرجل,ḤRǦL,Ḥ,R,Ǧ,L,6,10,5,23,8,4,5,4,3,8,1,6
حرجم,ḤRǦM,Ḥ,R,Ǧ,M,6,10,5,24,8,4,5,1,3,8,1,5
حردب,ḤRDB,Ḥ,R,D,B,6,10,8,2,8,4,4,1,3,8,1,1
حردم,ḤRDM,Ḥ,R,D,M,6,10,8,24,8,4,4,1,3,8,1,5
حردن,ḤRDN,Ḥ,R,D,N,6,10,8,25,8,4,4,4,3,8,1,5
حرذن,ḤRḎN,Ḥ,R,Ḏ,N,6,10,9,25,8,4,3,4,3,8,3,5
حرزج,ḤRZǦ,Ḥ,R,Z,Ǧ,6,10,11,5,8,4,4,5,3,8,3,1
حرزق,ḤRZQ,Ḥ,R,Z,Q,6,10,11,21,8,4,4,7,3,8,3,1
حرزم,ḤRZM,Ḥ,R,Z,M,6,10,11,24,8,4,4,1,3,8,3,5
حرسم,ḤRSM,Ḥ,R,S,M,6,10,12,24,8,4,4,1,3,8,3,5
حرسن,ḤRSN,Ḥ,R,S,N,6,10,12,25,8,4,4,4,3,8,3,5
حرشف,ḤRŠF,Ḥ,R,Š,F,6,10,13,20,8,4,5,2,3,8,3,3
حرشن,ḤRŠN,Ḥ,R,Š,N,6,10,13,25,8,4,5,4,3,8,3,5
حرفد,ḤRFD,Ḥ,R,F,D,6,10,20,8,8,4,2,4,3,8,3,1
حرفش,ḤRFŠ,Ḥ,R,F,Š,6,10,20,13,8,4,2,5,3,8,3,3
حرفض,ḤRFḌ,Ḥ,R,F,Ḍ,6,10,20,15,8,4,2,4,3,8,3,7
حرقد,ḤRQD,Ḥ,R,Q,D,6,10,21,8,8,4,7,4,3,8,1,1
حرقس,ḤRQS,Ḥ,R,Q,S,6,10,21,12,8,4,7,4,3,8,1,3
حرقص,ḤRQṢ,Ḥ,R,Q,Ṣ,6,10,21,14,8,4,7,4,3,8,1,4
حرقف,ḤRQF,Ḥ,R,Q,F,6,10,21,20,8,4,7,2,3,8,1,3
حرقم,ḤRQM,Ḥ,R,Q,M,6,10,21,24,8,4,7,1,3,8,1,5
حركل,ḤRKL,Ḥ,R,K,L,6,10,22,23,8,4,6,4,3,8,1,6
حرمد,ḤRMD,Ḥ,R,M,D,6,10,24,8,8,4,1,4,3,8,5,1
حرمز,ḤRMZ,Ḥ,R,M,Z,6,10,24,11,8,4,1,4,3,8,5,3
حرمس,ḤRMS,Ḥ,R,M,S,6,10,24,12,8,4,1,4,3,8,5,3
حرمل,ḤRML,Ḥ,R,M,L,6,10,24,23,8,4,1,4,3,8,5,6
حرهم,ḤRHM,Ḥ,R,H,M,6,10,26,24,8,4,9,1,3,8,3,5
حزبل,ḤZBL,Ḥ,Z,B,L,6,11,2,23,8,4,1,4,3,3,1,6
حزبن,ḤZBN,Ḥ,Z,B,N,6,11,2,25,8,4,1,4,3,3,1,5
حزجل,ḤZǦL,Ḥ,Z,Ǧ,L,6,11,5,23,8,4,5,4,3,3,1,6
حزرق,ḤZRQ,Ḥ,Z,R,Q,6,11,10,21,8,4,4,7,3,3,8,1
حزرم,ḤZRM,Ḥ,Z,R,M,6,11,10,24,8,4,4,1,3,3,8,5
حزقل,ḤZQL,Ḥ,Z,Q,L,6,11,21,23,8,4,7,4,3,3,1,6
حزكل,ḤZKL,Ḥ,Z,K,L,6,11,22,23,8,4,6,4,3,3,1,6
حسفل,ḤSFL,Ḥ,S,F,L,6,12,20,23,8,4,2,4,3,3,3,6
حسقل,ḤSQL,Ḥ,S,Q,L,6,12,21,23,8,4,7,4,3,3,1,6
حسكل,ḤSKL,Ḥ,S,K,L,6,12,22,23,8,4,6,4,3,3,1,6
حشبل,ḤŠBL,Ḥ,Š,B,L,6,13,2,23,8,5,1,4,3,3,1,6
حشرج,ḤŠRǦ,Ḥ,Š,R,Ǧ,6,13,10,5,8,5,4,5,3,3,8,1
حصرم,ḤṢRM,Ḥ,Ṣ,R,M,6,14,10,24,8,4,4,1,3,4,8,5
حصلب,ḤṢLB,Ḥ,Ṣ,L,B,6,14,23,2,8,4,4,1,3,4,6,1
حصلم,ḤṢLM,Ḥ,Ṣ,L,M,6,14,23,24,8,4,4,1,3,4,6,5
حضجر,ḤḌǦR,Ḥ,Ḍ,Ǧ,R,6,15,5,10,8,4,5,4,3,7,1,8
حضجم,ḤḌǦM,Ḥ,Ḍ,Ǧ,M,6,15,5,24,8,4,5,1,3,7,1,5
حضرب,ḤḌRB,Ḥ,Ḍ,R,B,6,15,10,2,8,4,4,1,3,7,8,1
حضرم,ḤḌRM,Ḥ,Ḍ,R,M,6,15,10,24,8,4,4,1,3,7,8,5
حضلج,ḤḌLǦ,Ḥ,Ḍ,L,Ǧ,6,15,23,5,8,4,4,5,3,7,6,1
حطمط,ḤṬMṬ,Ḥ,Ṭ,M,Ṭ,6,16,24,16,8,4,1,4,3,2,5,2
حطنط,ḤṬNṬ,Ḥ,Ṭ,N,Ṭ,6,16,25,16,8,4,4,4,3,2,5,2
حظرب,ḤẒRB,Ḥ,Ẓ,R,B,6,17,10,2,8,3,4,1,3,4,8,1
حظلب,ḤẒLB,Ḥ,Ẓ,L,B,6,17,23,2,8,3,4,1,3,4,6,1
حفأل,ḤFʾL,Ḥ,F,ʾ,L,6,20,1,23,8,2,9,4,3,3,1,6
حفتن,ḤFTN,Ḥ,F,T,N,6,20,3,25,8,2,4,4,3,3,1,5
حفرد,ḤFRD,Ḥ,F,R,D,6,20,10,8,8,2,4,4,3,3,8,1
حفضج,ḤFḌǦ,Ḥ,F,Ḍ,Ǧ,6,20,15,5,8,2,4,5,3,3,7,1
حفلج,ḤFLǦ,Ḥ,F,L,Ǧ,6,20,23,5,8,2,4,5,3,3,6,1
حفلد,ḤFLD,Ḥ,F,L,D,6,20,23,8,8,2,4,4,3,3,6,1
حفلق,ḤFLQ,Ḥ,F,L,Q,6,20,23,21,8,2,4,7,3,3,6,1
حفلك,ḤFLK,Ḥ,F,L,K,6,20,23,22,8,2,4,6,3,3,6,1
حفنس,ḤFNS,Ḥ,F,N,S,6,20,25,12,8,2,4,4,3,3,5,3
حفنك,ḤFNK,Ḥ,F,N,K,6,20,25,22,8,2,4,6,3,3,5,1
حقطب,ḤQṬB,Ḥ,Q,Ṭ,B,6,21,16,2,8,7,4,1,3,1,2,1
حقلد,ḤQLD,Ḥ,Q,L,D,6,21,23,8,8,7,4,4,3,1,6,1
حكنش,ḤKNŠ,Ḥ,K,N,Š,6,22,25,13,8,6,4,5,3,1,5,3
حلبس,ḤLBS,Ḥ,L,B,S,6,23,2,12,8,4,1,4,3,6,1,3
حلبط,ḤLBṬ,Ḥ,L,B,Ṭ,6,23,2,16,8,4,1,4,3,6,1,2
حلتب,ḤLTB,Ḥ,L,T,B,6,23,3,2,8,4,4,1,3,6,1,1
حلتث,ḤLTṮ,Ḥ,L,T,Ṯ,6,23,3,4,8,4,4,3,3,6,1,3
حلدج,ḤLDǦ,Ḥ,L,D,Ǧ,6,23,8,5,8,4,4,5,3,6,1,1
حلزن,ḤLZN,Ḥ,L,Z,N,6,23,11,25,8,4,4,4,3,6,3,5
حلسم,ḤLSM,Ḥ,L,S,M,6,23,12,24,8,4,4,1,3,6,3,5
حلفق,ḤLFQ,Ḥ,L,F,Q,6,23,20,21,8,4,2,7,3,6,3,1
حلقد,ḤLQD,Ḥ,L,Q,D,6,23,21,8,8,4,7,4,3,6,1,1
حلقف,ḤLQF,Ḥ,L,Q,F,6,23,21,20,8,4,7,2,3,6,1,3
حلقم,ḤLQM,Ḥ,L,Q,M,6,23,21,24,8,4,7,1,3,6,1,5
حلقن,ḤLQN,Ḥ,L,Q,N,6,23,21,25,8,4,7,4,3,6,1,5
حلكم,ḤLKM,Ḥ,L,K,M,6,23,22,24,8,4,6,1,3,6,1,5
حمرد,ḤMRD,Ḥ,M,R,D,6,24,10,8,8,1,4,4,3,5,8,1
حمرس,ḤMRS,Ḥ,M,R,S,6,24,10,12,8,1,4,4,3,5,8,3
حمطط,ḤMṬṬ,Ḥ,M,Ṭ,Ṭ,6,24,16,16,8,1,4,4,3,5,2,2
حمظل,ḤMẒL,Ḥ,M,Ẓ,L,6,24,17,23,8,1,3,4,3,5,4,6
حملج,ḤMLǦ,Ḥ,M,L,Ǧ,6,24,23,5,8,1,4,5,3,5,6,1
حملق,ḤMLQ,Ḥ,M,L,Q,6,24,23,21,8,1,4,7,3,5,6,1
حنبث,ḤNBṮ,Ḥ,N,B,Ṯ,6,25,2,4,8,4,1,3,3,5,1,3
حنبج,ḤNBǦ,Ḥ,N,B,Ǧ,6,25,2,5,8,4,1,5,3,5,1,1
حنبش,ḤNBŠ,Ḥ,N,B,Š,6,25,2,13,8,4,1,5,3,5,1,3
حنبص,ḤNBṢ,Ḥ,N,B,Ṣ,6,25,2,14,8,4,1,4,3,5,1,4
حنبل,ḤNBL,Ḥ,N,B,L,6,25,2,23,8,4,1,4,3,5,1,6
حنتر,ḤNTR,Ḥ,N,T,R,6,25,3,10,8,4,4,4,3,5,1,8
حنتف,ḤNTF,Ḥ,N,T,F,6,25,3,20,8,4,4,2,3,5,1,3
حنتل,ḤNTL,Ḥ,N,T,L,6,25,3,23,8,4,4,4,3,5,1,6
حنتم,ḤNTM,Ḥ,N,T,M,6,25,3,24,8,4,4,1,3,5,1,5
حنثر,ḤNṮR,Ḥ,N,Ṯ,R,6,25,4,10,8,4,3,4,3,5,3,8
